Winner,Matches diff,Winrates diff,Counter picks winrate diff,Synergies winrates diff,Networthes diff,Signatures diff,R1 rank,R2 rank,R3 rank,R4 rank,R5 rank,D1 rank,D2 rank,D3 rank,D4 rank,D5 rank
0,-14469,0.0014,-0.04221,0.00554,-4391,-1,70,105,97,145,231,74,279,1316,96,243
1,14469,-0.0014,0.00165,0.00442,820,0,74,279,1316,96,243,70,97,105,145,231
1,-27559,0.0036,-0.05089,-0.00248,3985,0,136,112,193,64,9,46,95,176,172,65
0,27559,-0.0036,-0.05035,-0.01829,2164,-2,46,176,172,65,95,136,112,64,193,9
0,-14886,-0.0062,-0.00343,-0.00233,-2193,0,70,231,97,145,105,93,57,4,12,46
1,14886,0.0062,0.06439,0.00484,0,-1,93,57,4,46,12,70,145,105,97,231
1,-9828,-0.011,0.04829,-0.00098,1399,1,247,259,101,621,313,177,539,4,1351,9
0,9828,0.011,-0.04361,-0.00299,-1614,-1,177,539,4,1351,9,247,101,259,621,313
0,-9828,-0.011,0.01587,0.0096,-2648,1,247,101,259,621,313,177,539,4,9,1351
0,-4037,0.0014,0.06276,0.00132,-1533,-2,43,51,39,165,97,72,100,439,76,255
0,4037,-0.0014,-0.0479,0.00771,1412,0,72,100,439,76,255,43,51,39,165,97
0,-4037,0.0014,0.03006,0.04209,-4928,-1,43,51,39,165,97,72,100,439,76,255
0,-11335,-0.0006,0.00517,-0.06037,-4782,-1,247,259,101,313,331,16,461,57,148,30
1,11335,0.0006,-0.02965,-0.02462,914,1,16,461,57,148,30,247,313,259,101,331
0,11335,0.0006,-0.02593,-0.01167,-373,0,16,461,57,148,30,247,313,259,101,331
1,28313,-0.018,-0.02304,-0.00151,2112,1,128,393,315,78,153,136,112,9,64,193
1,-28313,0.018,0.00171,0.00064,-1050,1,136,9,112,64,193,128,393,315,78,153
1,28313,-0.018,-0.04044,-0.0032,2920,0,128,393,315,153,78,136,112,64,193,9
1,13182,-0.0008,-0.03796,-0.00886,4012,-2,19,6,1,58,153,46,140,172,176,65
1,13182,-0.0008,-0.04622,0.0,4264,2,19,6,1,58,153,46,176,172,65,140
1,-19363,0.0122,0.03202,0.03535,3622,-1,93,57,4,12,46,27,216,201,540,163
0,19363,-0.0122,-0.04142,0.0,73,0,27,216,201,540,163,93,57,4,46,12
1,3549,0.0096,0.06705,0.03251,435,-2,95,82,172,123,39,128,393,315,78,153
1,3549,0.0096,0.03803,-0.00769,-234,0,95,82,39,123,172,128,393,315,78,153
1,-7829,-0.0102,0.01684,0.03084,4175,1,353,138,161,349,686,404,196,340,77,42
0,7829,0.0102,0.02617,0.00763,-878,-3,404,196,340,77,42,353,138,161,349,686
1,6846,-0.0104,0.00484,-0.01123,-1127,1,14,170,41,156,55,367,539,177,4,9
1,6846,-0.0104,-0.03155,0.00848,-2354,0,14,170,41,156,55,367,539,177,4,9
1,-566,-0.0044,0.02683,0.002,1121,-1,159,153,312,509,107,247,313,259,101,331
0,566,0.0044,0.00611,0.02157,-1934,2,247,313,259,101,331,159,153,509,312,107
0,3416,0.0234,0.00784,0.02531,-3176,-1,353,138,161,349,686,72,100,439,76,255
0,3416,0.0234,-0.03314,0.02383,-1954,-1,353,138,161,349,686,72,100,439,76,255
0,-3416,-0.0234,-0.03799,0.00333,-2904,-1,72,100,439,76,255,353,138,161,349,686
1,16038,0.0164,-0.04998,0.00867,1373,3,19,29,1,6,153,128,393,315,153,78
1,16038,0.0164,-0.02933,-0.00273,599,2,19,29,1,6,153,128,393,315,153,78
1,-3158,0.0054,-0.02761,-0.02916,3306,0,14,170,156,41,55,16,461,57,148,30
1,3158,-0.0054,0.056,0.02716,327,1,16,461,57,148,30,14,41,170,156,55
1,-3158,0.0054,-0.01957,-0.0123,1765,2,14,170,156,41,55,16,461,57,148,30
1,1263,0.0026,-0.00515,0.00323,-2406,0,93,57,4,12,46,124,257,102,119,166
0,-1263,-0.0026,0.04249,-0.00547,-664,0,124,257,102,119,166,93,57,4,12,46
0,1263,0.0026,0.07261,-0.0052,-547,-1,93,57,4,46,12,124,257,102,119,166
0,-29637,0.0278,0.02174,0.05093,-1173,-1,353,138,161,349,686,502,177,21,15,53
1,29637,-0.0278,0.04283,0.0029,3382,0,502,177,15,21,53,353,138,161,349,686
1,10004,-0.0158,0.01586,0.02381,2800,1,16,461,57,148,30,367,4,177,539,9
0,-10004,0.0158,-0.06937,0.0,3762,1,367,539,177,4,9,16,461,57,148,30
1,12489,0.0068,0.01244,0.00228,1266,0,6,29,1,19,153,95,82,172,123,39
1,12489,0.0068,0.01296,-0.02037,-944,0,19,29,1,6,153,95,82,172,123,39
0,19780,-0.0046,0.03717,-0.00687,-211,-1,27,216,540,201,163,74,279,1316,96,243
0,-19780,0.0046,0.00027,-0.01736,291,-1,279,96,1316,74,243,27,216,540,201,163
0,19780,-0.0046,0.06146,0.00256,-2294,-2,27,216,540,201,163,74,1316,96,279,243
1,-13623,-0.0036,0.01331,0.0,-3894,0,70,231,97,105,145,124,102,166,119,257
0,13623,0.0036,-0.03004,-0.01898,-2515,0,124,102,257,119,166,70,105,97,145,231
1,12957,-0.0168,-0.03206,0.01036,2802,0,95,82,172,123,39,46,172,181,65,176
1,12957,-0.0168,0.03951,0.01066,2224,-1,95,82,172,123,39,46,172,181,65,176
0,12957,-0.0168,0.00852,0.00644,1756,-2,95,82,172,123,39,46,176,181,65,172
1,13349,0.031,0.03874,0.0,-1415,0,404,196,340,77,42,43,51,39,97,158
1,13349,0.031,0.0274,0.02438,709,-1,404,196,340,77,42,43,51,39,97,158
1,417,0.0076,0.00772,0.0102,-492,-1,93,57,4,12,46,74,243,1316,96,279
0,-417,-0.0076,0.06967,-0.00802,-1587,-3,74,1316,279,96,243,93,57,4,12,46
0,417,0.0076,-0.04422,-0.00251,1986,1,93,57,4,46,12,74,96,1316,279,243
0,-35157,0.007,-0.004,0.0,-5332,0,43,51,39,97,158,502,177,21,15,53
0,-35157,0.007,-0.02619,0.00796,-923,2,43,51,39,97,158,15,177,502,53,21
1,9408,-0.0264,0.01116,0.00332,786,0,128,393,315,78,153,46,176,181,65,172
0,-3990,0.0182,0.01671,-0.02028,-2381,-1,46,176,172,65,367,128,393,315,78,153
1,34249,-0.006,-0.01423,-0.00498,-935,1,27,540,216,201,163,70,97,105,145,231
0,34249,-0.006,-0.00247,-0.00496,2228,-1,540,216,201,27,163,70,97,105,231,145
1,34249,-0.006,-0.04342,-0.01033,209,1,540,216,201,27,163,105,97,231,145,70
0,-18847,-0.0118,-0.05951,-0.00336,3235,1,72,100,439,76,255,404,196,340,77,100
1,18847,0.0118,-0.02267,0.01804,154,-1,404,196,340,77,100,72,100,439,76,255
1,-13032,-0.0178,0.00336,-0.00377,281,-1,237,111,15,33,42,119,29,321,21,214
1,-13032,-0.0178,0.01266,0.0178,3850,-1,237,111,15,33,42,321,21,119,29,214
0,13032,0.0178,0.0142,0.03445,0,1,321,21,29,119,214,237,15,111,33,42
1,-15443,0.006,-0.02417,-0.00939,112,0,390,589,5,15,511,659,202,183,508,155
1,-15443,0.006,-0.02215,0.00814,925,1,390,15,5,589,511,659,202,183,508,155
1,13032,0.0178,0.02036,0.0131,-92,1,29,321,119,21,214,237,111,15,33,42
1,-15443,0.006,0.06922,0.00737,-209,-1,5,15,511,390,589,659,202,183,508,155
0,-15443,0.006,-0.00235,0.0128,-2306,1,15,589,5,511,390,659,202,183,508,155
0,-13032,-0.0178,0.00143,-0.00936,-259,-1,237,42,15,111,33,119,321,29,21,214
1,14207,-0.0082,-0.02253,-0.00236,4743,-1,390,5,15,589,511,94,21,897,16,43
0,10526,-0.0214,-0.04287,0.0,2046,-2,519,515,77,463,150,119,321,21,29,214
0,18308,0.007,-0.07783,-0.02392,-355,1,511,390,5,589,15,5001,21,897,16,43
1,10526,-0.0214,0.03109,0.0,1995,0,519,515,77,463,150,119,29,321,21,214
0,-8755,-0.021,0.00425,-0.02611,-2088,-1,1,11,413,95,368,360,83,58,242,23
0,-27134,-0.0014,-0.04242,0.00797,1776,0,38,190,60,244,94,6,29,1,19,153
1,18308,0.007,0.02599,-0.01162,1835,0,390,15,5,589,511,5001,21,897,16,43
1,8755,0.021,0.02107,0.01333,921,1,360,83,58,242,23,1,11,413,95,368
0,10526,-0.0214,-0.02398,0.01544,-1916,-1,519,515,77,463,150,321,29,119,21,214
1,6301,-0.005,0.02272,0.00459,-1961,-1,59,315,628,534,91,55,100,170,41,73
1,27134,0.0014,0.058,-0.01145,-429,2,6,29,1,19,153,38,190,60,244,94
1,-3650,0.0126,0.02208,0.01,-469,0,360,83,58,242,23,213,62,67,75,3
0,-6301,0.005,-0.00546,-0.01333,-1605,0,55,100,170,41,73,59,315,628,534,91
0,-27134,-0.0014,0.03637,-0.00769,-764,-2,60,190,38,244,94,6,29,1,19,153
0,-3650,0.0126,0.07229,-0.0049,485,1,360,83,58,242,23,213,62,67,75,3
0,-19910,-0.003,-0.06096,-0.02234,789,0,51,43,39,97,158,59,315,628,534,91
1,-3650,0.0126,0.01173,-0.00184,-1645,-1,360,83,58,242,23,213,3,62,75,67
0,27134,0.0014,-0.01985,0.00094,1678,0,6,29,1,19,153,38,190,60,244,94
1,-19910,-0.003,-0.01077,-0.01167,1454,-1,51,43,39,97,158,59,315,628,534,91
0,-13736,-0.0146,0.02512,0.00908,-1758,0,1,18,12,68,3,41,20,17,65,59
0,-19910,-0.003,0.03225,-0.01123,-27,0,43,51,39,97,158,59,315,628,534,91
1,13736,0.0146,-0.06021,-0.02622,695,0,41,20,17,65,59,1,12,18,68,3
0,4656,-0.0296,0.00564,0.00288,-3189,0,92,107,118,431,125,124,10,167,273,196
0,-9444,-0.0222,-0.03401,-0.01393,-1480,-1,306,333,117,65,38,6,29,1,19,153
0,-13736,-0.0146,-0.02929,-0.02565,94,1,1,18,12,68,3,41,20,17,65,59
0,4656,-0.0296,0.02428,0.0,-1751,-1,92,107,118,431,125,124,167,273,10,196
1,9444,0.0222,0.04418,-0.02123,3910,1,6,29,1,19,153,306,117,333,65,38
1,-13736,-0.0146,0.02954,0.02627,6730,0,1,18,68,12,3,41,20,17,65,59
0,4656,-0.0296,-0.04041,0.0,-80,0,92,107,118,431,125,124,10,167,273,196
1,29824,0.001,-0.03828,-0.00467,3298,-2,41,20,17,65,59,468,13,28,37,164
1,11254,0.0014,-0.01626,-0.00769,917,-1,92,107,118,431,125,77,108,136,170,59
1,-29824,-0.001,0.05526,0.006,-2869,1,468,37,28,13,164,41,20,17,65,59
1,11254,0.0014,-0.0406,0.02014,2897,0,92,107,118,431,125,77,108,136,170,59
1,29824,0.001,0.03084,-0.01259,1381,-1,41,20,65,17,59,468,13,28,37,164
0,11254,0.0014,-0.08413,-0.00639,523,-1,92,107,118,431,125,77,108,136,170,59
0,13032,0.0178,-0.04449,-0.00693,-2698,2,119,321,29,21,214,237,15,33,111,42
0,24638,0.0222,-0.06722,0.0,651,0,353,138,161,349,686,5001,21,897,16,43
1,15994,-0.03,0.02594,0.00652,1034,-1,519,515,77,463,150,478,177,225,425,383
1,24638,0.0222,-0.02177,-0.00094,352,0,353,138,161,349,686,5001,21,897,16,43
0,-15443,0.006,-0.00881,0.0,-3153,0,390,5,511,589,15,659,202,183,508,155
0,-13032,-0.0178,0.05149,-0.00616,-2094,-2,237,15,33,111,42,321,29,119,21,214
0,15994,-0.03,-0.00257,-0.00216,-623,1,519,515,77,463,150,478,177,225,425,383
0,-15443,0.006,-0.00765,0.014,-70,0,15,390,5,511,589,659,202,183,508,155
0,13032,0.0178,-0.04371,0.0108,3,1,119,29,321,21,214,237,111,15,33,42
0,24638,0.0222,-0.0134,0.0,-12,0,353,138,161,349,686,5001,21,897,16,43
1,15994,-0.03,0.03505,0.00901,1242,0,519,515,77,463,150,478,225,177,425,383
0,33185,-0.0002,-0.00599,0.00158,-1120,0,823,519,356,335,8,5001,21,897,16,43
0,-4323,-0.0082,-0.06347,-0.02226,448,0,367,539,4,177,9,353,138,161,349,686
0,33185,-0.0002,-0.03856,-0.01427,579,0,823,519,335,356,8,5001,21,897,16,43
1,36358,-0.0064,-0.01737,0.01107,5346,0,519,515,77,463,150,14,1259,109,433,5
0,-14020,-0.033,0.07133,0.03769,-414,0,46,604,99,505,2404,478,177,225,425,383
0,-33185,0.0002,0.01198,0.0,-321,0,897,21,5001,16,43,335,519,823,356,8
0,-14020,-0.033,0.0014,0.00622,-3266,-1,46,604,505,2404,99,478,177,425,225,383
1,36358,-0.0064,-0.04301,0.0,4817,0,519,515,77,463,150,1259,14,433,109,5
0,-4323,-0.0082,-0.05392,-0.00244,-152,-1,367,539,177,4,9,353,138,161,349,686
1,-14738,0.0292,-0.05896,-0.00472,-43,0,353,148,214,251,66,1,413,11,95,368
0,27134,0.0014,-0.05472,-0.00484,-1878,0,6,29,1,19,153,38,190,60,244,94
1,-15866,-0.0042,0.02275,0.00556,4055,0,19,5,141,37,125,55,100,170,41,73
1,566,0.0012,-0.00332,0.0,-1090,-1,659,508,183,202,155,335,519,823,356,8
1,5468,-0.0086,0.01484,0.0,-158,1,119,321,29,21,214,478,177,225,425,383
1,-6330,-0.0152,-0.03394,0.0,2476,2,15,390,5,589,511,353,138,161,349,686
0,14738,-0.0292,-0.00972,0.01553,-5599,1,1,11,413,95,368,353,148,214,251,66
1,-566,-0.0012,-0.05163,0.02665,2588,1,356,335,823,519,8,659,508,183,202,155
1,-15866,-0.0042,-0.03857,-0.00573,1885,-1,19,5,141,37,125,73,100,170,41,55
1,27134,0.0014,0.01991,-0.00424,3059,0,6,29,1,19,153,38,190,60,244,94
0,5468,-0.0086,0.01297,0.01339,-800,0,119,321,29,21,214,478,177,225,425,383
1,-23558,0.0036,-0.03381,-0.00377,839,-1,237,33,15,111,42,519,515,77,463,150
0,6330,0.0152,0.00398,0.00908,-1037,0,353,138,161,349,686,15,390,5,589,511
1,7775,-0.0088,0.02925,0.01627,-927,0,306,333,117,65,38,3035,122,106,699,359
0,-566,-0.0012,-0.04054,-0.01,2447,2,335,519,823,356,8,659,202,183,508,155
0,23558,-0.0036,-0.03183,0.0,-2032,0,519,515,77,463,150,237,42,15,111,33
0,-6330,-0.0152,0.03555,0.01599,-3295,-2,15,390,589,511,5,353,138,161,349,686
0,-5468,0.0086,0.05506,0.0004,-3424,-1,478,177,225,425,383,119,321,29,21,214
1,15866,0.0042,0.03701,0.01958,-3617,0,55,100,170,41,73,19,5,141,37,125
1,7775,-0.0088,-0.10405,-0.01511,808,-1,306,117,333,65,38,3035,122,106,699,359
0,27134,0.0014,0.03413,-0.01448,499,1,6,29,1,19,153,38,190,60,244,94
1,11153,0.015,-0.05396,0.01485,4301,0,360,23,58,242,83,93,57,4,12,46
0,-13301,-0.0006,0.02398,-0.00124,-4951,2,35,92,102,15,300,213,67,75,3,62
0,15507,-0.0014,0.01001,-0.00223,2320,-1,123,461,57,148,30,43,51,39,97,158
1,13301,0.0006,-0.02972,-0.00273,3294,-1,213,67,75,3,62,92,102,15,35,300
1,15507,-0.0014,0.05553,0.0,3348,1,123,461,57,148,30,43,51,39,97,158
1,11153,0.015,-0.01062,0.00203,-1535,1,360,58,23,242,83,93,57,4,46,12
0,13736,0.0146,-0.0306,0.01471,-410,0,41,20,17,65,59,1,12,68,18,3
1,35195,-0.0144,0.05077,-0.01629,6208,-2,306,117,333,65,38,1977,180,507,165,1522
1,17563,0.0046,0.0361,0.0012,-1507,1,59,315,628,534,91,95,82,39,145,172
0,15729,0.0024,0.01218,0.01225,1830,-1,75,59,193,5,69,468,37,28,13,164
1,-12405,-0.0084,0.02137,0.01389,128,1,1,413,11,95,368,62,67,75,213,3
1,-15925,0.0002,0.00614,-0.00379,188,-1,43,51,39,97,158,123,461,57,474,30
1,-13736,-0.0146,0.02822,1e-05,3780,2,1,12,18,68,3,41,20,65,17,59
1,15729,0.0024,0.02552,0.00547,3203,-2,75,59,193,5,69,468,28,13,37,164
0,-17563,-0.0046,-0.01033,0.01238,378,0,95,82,39,145,172,59,315,628,534,91
1,21606,-0.0224,-0.07887,-0.00472,3166,0,92,107,118,431,125,26,60,159,280,79
1,35195,-0.0144,-0.05807,-0.00155,1666,0,306,117,65,333,38,1977,507,1522,165,180
1,6598,0.031,-0.07788,0.0,-649,0,124,10,167,273,196,77,108,136,170,59
1,4154,0.0092,-0.03397,0.01027,4354,1,72,100,170,41,55,51,43,39,97,158
1,12405,0.0084,-0.02706,0.00694,2026,0,62,67,3,75,213,1,11,413,95,368
1,-12340,0.0232,0.04917,0.00901,2310,0,353,148,214,251,66,93,57,4,12,46
0,-6598,-0.031,-0.05819,0.00784,-4352,1,77,108,136,170,59,124,10,167,273,196
1,21606,-0.0224,-0.06874,-0.00356,3468,0,92,107,118,431,125,26,60,159,280,79
0,15729,0.0024,0.06009,-0.00345,3084,-2,75,59,193,5,69,468,13,28,37,164
0,-13736,-0.0146,0.00113,0.03229,-764,0,1,12,18,68,3,41,20,65,17,59
0,4604,-0.0054,0.03112,-0.00028,943,0,95,82,39,145,172,19,5,141,37,125
0,12340,-0.0232,0.01887,0.0,-804,-1,93,57,4,46,12,353,148,214,251,66
1,-12405,-0.0084,-0.02323,0.00345,484,0,1,413,11,95,368,62,67,3,75,213
1,-4154,-0.0092,0.02946,-0.00181,3274,0,43,51,39,97,158,72,100,170,41,55
1,9444,0.0222,0.01101,0.008,7732,-1,6,29,1,19,153,333,117,65,306,38
1,4604,-0.0054,0.01177,-0.00237,-1698,-1,95,82,39,145,172,19,5,141,37,125
0,7601,-0.0196,-0.07153,0.0,-729,1,176,152,209,105,24,468,37,28,13,164
0,9915,-0.012,0.04673,0.01321,-6565,0,3035,122,106,699,359,38,190,60,244,94
1,9444,0.0222,-0.00843,0.01732,1741,0,6,29,1,19,153,306,117,333,65,38
0,-42032,0.0092,-0.04558,0.0153,-1560,0,614,52,920,174,226,125,107,118,431,92
1,7601,-0.0196,-0.00085,-0.00763,1557,-1,176,152,209,105,24,468,164,28,13,37
0,-4184,-0.008,-0.01481,0.02497,-3344,-1,444,28,157,114,7,75,59,193,5,69
1,4154,0.0092,-0.01967,-0.00255,-896,0,72,100,170,41,55,43,51,39,97,158
1,-4604,0.0054,0.02887,0.01022,125,1,19,5,141,37,125,95,82,39,145,172
1,-9915,0.012,0.00603,-0.02923,0,-2,60,190,38,244,94,3035,106,122,699,359
0,-14327,-0.0158,-0.01789,0.00664,-2471,0,51,850,5001,54,372,26,60,159,79,280
0,-4184,-0.008,-0.05566,-0.02659,-547,0,444,28,157,114,7,75,59,193,5,69
1,42032,-0.0092,0.03155,0.00806,182,-1,92,107,118,431,125,614,226,52,920,174
0,7601,-0.0196,-0.03763,-0.00377,396,-3,176,152,209,105,24,468,164,28,13,37
0,-14327,-0.0158,-0.02716,-0.00734,0,0,51,850,5001,54,372,26,60,159,79,280
1,359,-0.016,-0.05275,-0.01721,0,1,1,18,12,68,3,75,59,193,5,69
1,-4656,0.0296,-0.01101,-0.00687,1905,0,124,10,167,273,196,92,107,118,431,125
1,29824,0.001,-0.00947,-0.0049,471,0,41,20,65,17,59,468,28,37,13,164
0,-359,0.016,-0.03823,-0.03059,-1215,1,75,59,193,5,69,1,12,18,68,3
1,4656,-0.0296,-0.02991,0.0,3564,1,92,107,118,431,125,124,10,167,273,196
1,10352,-0.0238,0.01343,-0.0107,-704,0,77,108,136,170,59,26,60,159,280,79
0,29824,0.001,0.02172,-0.01003,-12,-1,41,20,65,17,59,468,37,28,13,164
1,-4656,0.0296,0.02129,-0.01115,2900,0,124,10,167,273,196,92,107,118,431,125
1,29824,0.001,0.04408,0.0217,673,-2,41,20,17,65,59,468,13,28,37,164
1,10352,-0.0238,-0.01697,-0.00652,-2647,1,77,108,136,170,59,26,60,159,79,280
0,359,-0.016,-0.04687,-0.00659,-493,1,1,12,18,68,3,75,59,193,5,69
1,-9757,0.0118,0.02969,-0.01045,-2217,1,367,539,4,177,9,281,12,195,755,738
1,2338,0.0076,0.01278,0.03067,-688,-1,14,5,433,109,1259,123,148,522,141,51
0,31860,0.007,-0.01331,0.01324,-2631,0,1073,194,381,556,890,5001,21,897,16,43
1,-9757,0.0118,0.00573,-0.00692,2823,0,367,4,177,539,9,281,12,195,755,738
0,2338,0.0076,-0.0124,-0.02122,-3029,-1,14,5,109,1259,433,148,123,522,141,51
0,-5949,0.0146,0.03044,0.0,1999,0,683,151,1948,5001,710,46,604,99,505,2404
0,-9757,0.0118,0.00598,0.00445,159,0,367,539,177,4,9,281,12,195,755,738
1,2338,0.0076,0.0419,0.00097,3416,0,1259,5,433,14,109,51,522,123,141,148
1,5949,-0.0146,-0.0068,0.00758,-4832,0,99,604,2404,505,46,683,151,5001,1948,710
0,31860,0.007,0.04563,-0.01894,-2467,1,1073,890,194,381,556,5001,21,897,16,43
0,7222,-0.0152,0.07388,-0.00551,-4428,1,1073,556,194,381,890,353,138,161,349,686
1,25823,0.0204,-0.05224,-0.00641,2482,2,119,321,29,21,214,1259,5,109,433,1146
0,-22702,-0.0312,-0.02874,0.00362,555,1,51,522,123,141,148,478,177,425,225,383
0,-18308,-0.007,0.0118,-0.01049,-2005,-1,5001,21,897,16,43,390,5,589,511,15
1,3813,-0.015,-0.00246,0.0,3475,2,360,83,58,242,23,404,196,340,77,42
1,18308,0.007,0.04777,-0.00767,-1375,-1,15,390,5,511,589,5001,21,897,16,43
1,-7222,0.0152,0.01089,-0.00859,3380,0,353,349,161,138,686,1073,556,194,381,890
1,22702,0.0312,0.01125,0.00255,3535,0,478,177,425,225,383,123,148,522,141,51
0,-25823,-0.0204,0.05537,-0.01474,-4064,-2,1259,109,5,433,1146,119,321,29,21,214
1,3813,-0.015,0.0197,0.02016,-543,4,360,242,58,83,23,404,196,340,77,42
0,-2458,-0.0238,0.02324,-0.00378,-1466,2,311,503,1778,107,642,102,92,15,35,300
1,12870,-0.0142,-0.02274,-0.00081,-1118,1,335,519,823,356,8,367,539,177,4,9
0,-2458,-0.0238,-0.00642,-0.00262,-1608,0,311,503,1778,642,107,92,15,102,35,300
1,29488,-0.0034,0.00453,0.0096,2995,0,519,515,77,463,150,99,604,46,2404,224
0,3813,-0.015,-0.02883,-0.00965,1271,-1,360,23,58,242,83,404,196,340,77,42
1,-14780,0.0112,-0.05989,0.0168,3675,2,123,461,57,148,30,128,140,315,78,1227
0,-3679,0.0012,0.03483,0.0,-3075,1,281,755,195,12,738,659,202,183,508,155
0,-12405,0.008,0.00297,0.00444,-7048,1,683,151,1948,5001,710,237,33,15,111,42
1,12870,-0.0142,-0.03017,-0.00141,1393,0,335,519,823,356,8,367,539,177,4,9
1,21515,0.004,-0.01652,0.01592,1289,-2,59,315,628,534,91,53,47,69,736,509
0,-26076,0.0056,-0.01662,0.0033,1929,0,507,1522,180,677,1977,3035,122,699,106,359
1,29488,-0.0034,0.0062,-0.00049,6590,1,519,515,77,463,150,46,604,99,2404,224
0,5871,0.004,-0.02855,-0.01873,1112,0,281,755,195,12,738,722,659,183,508,155
1,-12870,0.0142,0.04967,0.01397,2301,0,367,539,177,4,9,335,519,823,356,8
1,-20271,0.0076,-0.03614,-0.00991,0,1,159,112,509,312,107,519,568,609,1497,444
1,4085,0.0068,0.00059,-0.00688,0,1,74,540,257,280,163,128,393,315,153,78
0,4085,0.0068,0.01161,-0.02196,0,1,74,540,257,280,163,128,393,315,78,153
0,-4085,-0.0068,0.05497,0.0,0,-1,128,393,315,78,153,540,257,74,280,163
1,-13689,0.0068,0.03897,0.00805,0,-1,70,97,145,231,105,52,63,81,16,158
0,-13689,0.0068,-0.01188,-0.02194,0,0,70,231,145,97,105,52,63,81,16,158
0,13689,-0.0068,-0.01567,0.02281,-1097,1,52,63,81,16,158,70,105,97,145,231
0,12969,0.0306,-0.04697,-0.00374,1388,-1,349,138,161,353,686,159,112,509,312,107
0,12969,0.0306,0.04229,-0.00553,-1057,-2,349,138,161,353,686,159,112,509,312,107
1,-24294,0.0122,0.0251,0.01973,0,2,313,247,259,259,150,444,568,77,321,519
0,24294,-0.0122,-0.01542,-0.02089,-502,-1,519,568,321,77,444,313,247,259,150,259
1,15856,0.0092,0.01619,0.00387,0,-1,92,177,4,242,93,52,63,81,16,158
1,-15856,-0.0092,-0.00867,-0.0174,991,0,52,63,81,16,158,92,177,242,93,4
0,9789,-0.0034,-0.01255,-0.00197,757,0,444,77,568,519,321,78,393,315,128,153
0,9789,-0.0034,0.01567,0.0071,0,0,444,568,321,77,519,128,393,315,153,78
0,-8885,0.028,0.00549,0.00079,0,1,349,138,161,353,686,74,216,280,540,163
0,8885,-0.028,-0.03509,-0.01063,0,2,74,216,280,540,163,349,138,161,353,686
1,8885,-0.028,0.02206,-0.00081,-40,0,74,216,280,540,163,349,138,161,353,686
0,-18976,-0.0032,0.01071,0.00659,1006,1,70,97,105,145,231,186,46,1,65,46
1,18976,0.0032,0.03937,-0.0023,4915,-2,46,186,1,65,46,145,97,70,105,231
1,8601,0.0004,0.02414,0.00287,15,1,93,177,92,242,4,59,95,39,12,5001
0,-8601,-0.0004,0.01211,0.0,-517,-1,5001,95,39,59,12,92,177,93,242,4
1,-8601,-0.0004,0.05114,0.01,-1413,0,5001,95,39,59,12,92,177,93,242,4
0,25225,-0.0006,-0.0422,-0.03537,-3923,-1,128,393,315,76,78,159,112,509,336,107
1,-25225,0.0006,0.00865,-0.01818,411,-1,159,112,336,509,107,128,393,315,76,78
1,-20065,0.0036,0.02363,-0.01043,3709,1,313,247,259,259,150,74,216,540,280,163
0,20065,-0.0036,-0.02366,0.00203,0,0,74,216,280,540,163,313,247,259,259,150
0,-12448,-0.0032,0.00814,-0.02412,0,1,52,158,81,63,225,186,46,1,65,46
1,12448,0.0032,0.03639,0.00484,0,0,46,46,1,65,186,52,63,81,225,158
1,11905,-0.0108,0.03866,0.01209,3886,1,70,145,105,231,97,9,136,167,64,231
1,11905,-0.0108,-0.00632,0.0,0,0,70,145,97,105,231,136,9,167,64,231
0,29623,0.0072,-0.02948,-0.01372,-11,0,50,41,33,214,153,12,140,122,85,11
0,29623,0.0072,0.07749,0.00453,-556,-1,50,41,33,214,153,12,140,122,85,11
1,-29623,-0.0072,0.08784,-0.00481,-4397,-3,12,140,122,85,11,50,41,33,214,153
1,21492,0.0206,0.03267,0.0279,-1696,-1,50,41,33,214,153,19,5,141,37,125
1,-21492,-0.0206,-0.00853,-0.00588,-816,1,19,5,141,37,125,50,41,33,214,153
1,21492,0.0206,0.03593,0.0069,4173,1,50,41,33,214,153,19,5,141,37,125
0,41701,0.0008,0.02214,0.01579,-1361,0,213,3,133,75,502,19,5,141,37,125
0,41701,0.0008,0.00409,0.0,1401,0,213,3,75,133,502,19,5,141,37,125
0,29623,0.0072,0.0933,0.0,-1123,-2,50,41,33,214,153,12,140,122,85,11
0,-29623,-0.0072,0.00146,0.0,-981,-1,12,140,122,11,85,50,41,33,214,153
0,29623,0.0072,0.02144,0.0,-853,0,50,41,33,214,153,12,140,122,85,11
0,-7932,0.0014,-0.04315,0.0,-5306,0,19,29,618,148,100,213,3,502,75,133
0,-7932,0.0014,0.03744,-0.01001,977,0,19,29,618,148,100,213,3,133,75,502
0,7932,-0.0014,-0.01088,-0.00608,-1599,0,213,3,75,133,502,19,29,618,148,100
0,7275,-0.0128,0.0018,0.01583,-1177,0,1,6,1,413,368,19,5,141,37,125
0,7275,-0.0128,0.02314,0.00625,-3199,0,1,6,413,1,368,19,5,141,37,125
0,-22408,-0.0034,-0.01493,-0.01211,1872,1,530,315,96,156,91,213,502,3,75,133
1,22408,0.0034,-0.00184,0.00843,4416,1,213,3,75,133,502,530,315,96,156,91
1,-785,-0.037,0.05694,0.02286,-907,1,1,6,1,413,368,174,67,653,35,18
0,785,0.037,0.008,0.00975,-3083,-1,174,67,653,35,18,1,1,413,6,368
